timestamp,M1,M2,M3,M4,pitch,roll,yaw,thrust,accel_x,accel_y,accel_z,angle_x,angle_y,angle_z
6964,-254.88,287.92,268.48,-268.39,-8.24,1.48,269.92,8.28,0.01,-0.01,1.11,14.62,8.56
6965,-253.52,287.09,268.06,-268.49,-8.50,1.02,269.29,8.29,0.04,0.03,1.14,-7.77,-1.77
6966,-251.98,287.51,268.43,-271.67,-9.69,-0.15,269.90,8.07,-0.04,0.06,1.05,-70.57,-57.89
6967,-250.00,288.39,267.39,-272.91,-10.98,-0.48,269.67,8.22,0.00,0.07,1.07,-47.40,-89.48
6968,-248.75,288.94,266.78,-274.19,-11.90,-0.82,269.66,8.20,0.04,0.03,1.08,-33.21,-81.56
6969,-247.66,289.56,266.00,-275.52,-12.86,-1.07,269.68,8.10,0.04,0.01,1.03,-26.69,-80.66
6970,-246.72,290.00,266.02,-276.72,-13.49,-1.51,269.86,8.15,0.08,-0.02,1.03,-25.35,-62.88
6971,-245.09,289.97,266.06,-277.97,-14.20,-2.24,269.77,8.24,0.16,-0.05,1.07,-32.33,-54.62
6972,-244.09,290.02,266.11,-279.66,-14.87,-2.92,269.97,8.10,0.12,-0.05,1.02,-44.77,-51.63
6973,-242.20,290.41,265.64,-280.93,-15.88,-3.49,269.79,8.23,0.20,-0.07,1.07,-32.41,-66.11
6974,-241.00,290.73,264.92,-282.18,-16.75,-3.84,269.71,8.12,0.16,-0.05,1.03,-26.43,-71.37
6975,-239.66,290.71,264.94,-283.20,-17.33,-4.44,269.63,8.20,0.23,-0.09,1.05,-24.33,-53.25
6976,-237.99,290.59,264.16,-284.10,-18.14,-4.92,269.21,8.16,0.24,-0.10,1.04,-19.32,-58.08
6977,-236.36,290.51,264.03,-285.00,-18.78,-5.54,268.97,8.29,0.29,-0.10,1.11,-21.93,-54.56
6978,-235.22,290.16,263.82,-286.15,-19.32,-6.15,268.84,8.15,0.30,-0.10,1.06,-21.83,-46.89
6979,-233.82,289.99,263.46,-286.84,-19.89,-6.62,268.53,8.20,0.34,-0.12,1.07,-11.77,-42.57
6980,-232.37,289.77,263.02,-287.85,-20.56,-7.18,268.25,8.14,0.37,-0.14,1.04,-9.34,-44.61
6981,-230.82,289.81,262.51,-288.91,-21.35,-7.70,268.01,8.15,0.37,-0.13,1.03,-8.50,-55.24
6982,-229.90,289.70,262.22,-289.74,-21.83,-8.09,267.89,8.07,0.35,-0.11,0.98,-2.81,-48.40
6983,-228.42,289.46,262.01,-290.59,-22.41,-8.68,267.62,8.11,0.38,-0.10,0.98,-5.14,-50.54
6984,-226.79,289.25,262.03,-291.93,-23.09,-9.48,267.50,8.14,0.44,-0.14,0.99,-13.06,-50.91
6985,-225.55,288.94,261.74,-293.10,-23.69,-10.09,267.34,8.01,0.39,-0.15,0.93,-14.92,-47.99
6986,-224.23,288.74,261.77,-293.86,-24.15,-10.67,267.15,8.10,0.42,-0.15,0.95,-10.37,-42.67
6987,-222.97,288.35,261.72,-294.73,-24.60,-11.29,266.94,8.09,0.44,-0.12,0.95,-9.91,-43.78
6988,-221.84,287.95,261.96,-295.58,-24.93,-11.94,266.83,8.12,0.46,-0.11,0.97,-10.77,-39.72
6989,-220.48,287.68,262.15,-296.68,-25.44,-12.67,266.75,8.17,0.52,-0.13,1.00,-11.23,-42.31
6990,-218.89,287.19,261.64,-297.84,-26.13,-13.35,266.39,8.02,0.51,-0.17,0.94,-10.09,-48.62
6991,-217.80,286.77,261.96,-298.93,-26.49,-14.08,266.36,8.00,0.49,-0.12,0.90,-14.34,-45.85
